Nivell_academic,Sexe,Nom_Districte,Codi_Districte,Any,Nombre
Batxillerat/FPII,Dona,Ciutat Vella,1,2009,8545
Batxillerat/FPII,Dona,Ciutat Vella,1,2010,8225
Batxillerat/FPII,Dona,Ciutat Vella,1,2011,8033
Batxillerat/FPII,Dona,Ciutat Vella,1,2012,8297
Batxillerat/FPII,Dona,Ciutat Vella,1,2013,8429
Batxillerat/FPII,Dona,Ciutat Vella,1,2014,8312
Batxillerat/FPII,Dona,Ciutat Vella,1,2015,8141
Batxillerat/FPII,Dona,Ciutat Vella,1,2016,8525
Batxillerat/FPII,Dona,Ciutat Vella,1,2017,8593
Batxillerat/FPII,Dona,Ciutat Vella,1,2018,8542
Batxillerat/FPII,Dona,Ciutat Vella,1,2019,8947
Batxillerat/FPII,Dona,Ciutat Vella,1,2020,9253
Batxillerat/FPII,Dona,Eixample,2,2009,31200
Batxillerat/FPII,Dona,Eixample,2,2010,30409
Batxillerat/FPII,Dona,Eixample,2,2011,30483
Batxillerat/FPII,Dona,Eixample,2,2012,31837
Batxillerat/FPII,Dona,Eixample,2,2013,31863
Batxillerat/FPII,Dona,Eixample,2,2014,31369
Batxillerat/FPII,Dona,Eixample,2,2015,30790
Batxillerat/FPII,Dona,Eixample,2,2016,31138
Batxillerat/FPII,Dona,Eixample,2,2017,31238
Batxillerat/FPII,Dona,Eixample,2,2018,30771
Batxillerat/FPII,Dona,Eixample,2,2019,30762
Batxillerat/FPII,Dona,Eixample,2,2020,30880
Batxillerat/FPII,Dona,Gràcia,6,2009,14012
Batxillerat/FPII,Dona,Gràcia,6,2010,13530
Batxillerat/FPII,Dona,Gràcia,6,2011,13352
Batxillerat/FPII,Dona,Gràcia,6,2012,13940
Batxillerat/FPII,Dona,Gràcia,6,2013,13901
Batxillerat/FPII,Dona,Gràcia,6,2014,13776
Batxillerat/FPII,Dona,Gràcia,6,2015,13492
Batxillerat/FPII,Dona,Gràcia,6,2016,13965
Batxillerat/FPII,Dona,Gràcia,6,2017,14035
Batxillerat/FPII,Dona,Gràcia,6,2018,13905
Batxillerat/FPII,Dona,Gràcia,6,2019,13867
Batxillerat/FPII,Dona,Gràcia,6,2020,13842
Batxillerat/FPII,Dona,Horta-Guinardó,7,2009,16743
Batxillerat/FPII,Dona,Horta-Guinardó,7,2010,16499
Batxillerat/FPII,Dona,Horta-Guinardó,7,2011,16833
Batxillerat/FPII,Dona,Horta-Guinardó,7,2012,17944
Batxillerat/FPII,Dona,Horta-Guinardó,7,2013,18151
Batxillerat/FPII,Dona,Horta-Guinardó,7,2014,18139
Batxillerat/FPII,Dona,Horta-Guinardó,7,2015,18158
Batxillerat/FPII,Dona,Horta-Guinardó,7,2016,18329
Batxillerat/FPII,Dona,Horta-Guinardó,7,2017,18625
Batxillerat/FPII,Dona,Horta-Guinardó,7,2018,18773
Batxillerat/FPII,Dona,Horta-Guinardó,7,2019,19275
Batxillerat/FPII,Dona,Horta-Guinardó,7,2020,19732
Batxillerat/FPII,Dona,Les Corts,4,2009,10009
Batxillerat/FPII,Dona,Les Corts,4,2010,9768
Batxillerat/FPII,Dona,Les Corts,4,2011,9893
Batxillerat/FPII,Dona,Les Corts,4,2012,10508
Batxillerat/FPII,Dona,Les Corts,4,2013,10395
Batxillerat/FPII,Dona,Les Corts,4,2014,10252
Batxillerat/FPII,Dona,Les Corts,4,2015,10096
Batxillerat/FPII,Dona,Les Corts,4,2016,10066
Batxillerat/FPII,Dona,Les Corts,4,2017,10124
Batxillerat/FPII,Dona,Les Corts,4,2018,10045
Batxillerat/FPII,Dona,Les Corts,4,2019,9879
Batxillerat/FPII,Dona,Les Corts,4,2020,9836
Batxillerat/FPII,Dona,Nou Barris,8,2009,13148
Batxillerat/FPII,Dona,Nou Barris,8,2010,13123
Batxillerat/FPII,Dona,Nou Barris,8,2011,13592
Batxillerat/FPII,Dona,Nou Barris,8,2012,14729
Batxillerat/FPII,Dona,Nou Barris,8,2013,15109
Batxillerat/FPII,Dona,Nou Barris,8,2014,15198
Batxillerat/FPII,Dona,Nou Barris,8,2015,15359
Batxillerat/FPII,Dona,Nou Barris,8,2016,15099
Batxillerat/FPII,Dona,Nou Barris,8,2017,15597
Batxillerat/FPII,Dona,Nou Barris,8,2018,16108
Batxillerat/FPII,Dona,Nou Barris,8,2019,16744
Batxillerat/FPII,Dona,Nou Barris,8,2020,17450
Batxillerat/FPII,Dona,Sant Andreu,9,2009,14303
Batxillerat/FPII,Dona,Sant Andreu,9,2010,14145
Batxillerat/FPII,Dona,Sant Andreu,9,2011,14559
Batxillerat/FPII,Dona,Sant Andreu,9,2012,15461
Batxillerat/FPII,Dona,Sant Andreu,9,2013,15634
Batxillerat/FPII,Dona,Sant Andreu,9,2014,15648
Batxillerat/FPII,Dona,Sant Andreu,9,2015,15652
Batxillerat/FPII,Dona,Sant Andreu,9,2016,15627
Batxillerat/FPII,Dona,Sant Andreu,9,2017,15815
Batxillerat/FPII,Dona,Sant Andreu,9,2018,15904
Batxillerat/FPII,Dona,Sant Andreu,9,2019,16194
Batxillerat/FPII,Dona,Sant Andreu,9,2020,16607
Batxillerat/FPII,Dona,Sant Martí,10,2009,21094
Batxillerat/FPII,Dona,Sant Martí,10,2010,21075
Batxillerat/FPII,Dona,Sant Martí,10,2011,21554
Batxillerat/FPII,Dona,Sant Martí,10,2012,23149
Batxillerat/FPII,Dona,Sant Martí,10,2013,23498
Batxillerat/FPII,Dona,Sant Martí,10,2014,23610
Batxillerat/FPII,Dona,Sant Martí,10,2015,23493
Batxillerat/FPII,Dona,Sant Martí,10,2016,23753
Batxillerat/FPII,Dona,Sant Martí,10,2017,23970
Batxillerat/FPII,Dona,Sant Martí,10,2018,23937
Batxillerat/FPII,Dona,Sant Martí,10,2019,24445
Batxillerat/FPII,Dona,Sant Martí,10,2020,24872
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2009,16777
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2010,16623
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2011,16900
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2012,18061
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2013,18385
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2014,18415
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2015,18238
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2016,18232
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2017,18470
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2018,18456
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2019,18864
Batxillerat/FPII,Dona,Sants-Montjuïc,3,2020,19297
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2009,18914
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2010,18343
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2011,18626
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2012,19791
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2013,19908
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2014,19703
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2015,19524
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2016,20331
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2017,20340
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2018,19929
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2019,19486
Batxillerat/FPII,Dona,Sarrià-Sant Gervasi,5,2020,19254
Batxillerat/FPII,Dones,Ciutat Vella,1,2021,9470
Batxillerat/FPII,Dones,Ciutat Vella,1,2022,9292
Batxillerat/FPII,Dones,Eixample,2,2021,31257
Batxillerat/FPII,Dones,Eixample,2,2022,30737
Batxillerat/FPII,Dones,Gràcia,6,2021,13931
Batxillerat/FPII,Dones,Gràcia,6,2022,13760
Batxillerat/FPII,Dones,Horta-Guinardó,7,2021,20104
Batxillerat/FPII,Dones,Horta-Guinardó,7,2022,20115
Batxillerat/FPII,Dones,Les Corts,4,2021,9841
Batxillerat/FPII,Dones,Les Corts,4,2022,9868
Batxillerat/FPII,Dones,Nou Barris,8,2021,18032
Batxillerat/FPII,Dones,Nou Barris,8,2022,17989
Batxillerat/FPII,Dones,Sant Andreu,9,2021,16963
Batxillerat/FPII,Dones,Sant Andreu,9,2022,16932
Batxillerat/FPII,Dones,Sant Martí,10,2021,25218
Batxillerat/FPII,Dones,Sant Martí,10,2022,25368
Batxillerat/FPII,Dones,Sants-Montjuïc,3,2021,19622
Batxillerat/FPII,Dones,Sants-Montjuïc,3,2022,19654
Batxillerat/FPII,Dones,Sarrià-Sant Gervasi,5,2021,19089
Batxillerat/FPII,Dones,Sarrià-Sant Gervasi,5,2022,18813
Batxillerat/FPII,Home,Ciutat Vella,1,2009,10109
Batxillerat/FPII,Home,Ciutat Vella,1,2010,9658
Batxillerat/FPII,Home,Ciutat Vella,1,2011,9377
Batxillerat/FPII,Home,Ciutat Vella,1,2012,9698
Batxillerat/FPII,Home,Ciutat Vella,1,2013,9771
Batxillerat/FPII,Home,Ciutat Vella,1,2014,9565
Batxillerat/FPII,Home,Ciutat Vella,1,2015,9323
Batxillerat/FPII,Home,Ciutat Vella,1,2016,9606
Batxillerat/FPII,Home,Ciutat Vella,1,2017,9732
Batxillerat/FPII,Home,Ciutat Vella,1,2018,9668
Batxillerat/FPII,Home,Ciutat Vella,1,2019,10460
Batxillerat/FPII,Home,Ciutat Vella,1,2020,10845
Batxillerat/FPII,Home,Eixample,2,2009,31078
Batxillerat/FPII,Home,Eixample,2,2010,30301
Batxillerat/FPII,Home,Eixample,2,2011,30258
Batxillerat/FPII,Home,Eixample,2,2012,31844
Batxillerat/FPII,Home,Eixample,2,2013,31903
Batxillerat/FPII,Home,Eixample,2,2014,31588
Batxillerat/FPII,Home,Eixample,2,2015,31014
Batxillerat/FPII,Home,Eixample,2,2016,31373
Batxillerat/FPII,Home,Eixample,2,2017,31400
Batxillerat/FPII,Home,Eixample,2,2018,31023
Batxillerat/FPII,Home,Eixample,2,2019,31070
Batxillerat/FPII,Home,Eixample,2,2020,31272
Batxillerat/FPII,Home,Gràcia,6,2009,14285
Batxillerat/FPII,Home,Gràcia,6,2010,13845
Batxillerat/FPII,Home,Gràcia,6,2011,13789
Batxillerat/FPII,Home,Gràcia,6,2012,14331
Batxillerat/FPII,Home,Gràcia,6,2013,14283
Batxillerat/FPII,Home,Gràcia,6,2014,13978
Batxillerat/FPII,Home,Gràcia,6,2015,13764
Batxillerat/FPII,Home,Gràcia,6,2016,14102
Batxillerat/FPII,Home,Gràcia,6,2017,14021
Batxillerat/FPII,Home,Gràcia,6,2018,13826
Batxillerat/FPII,Home,Gràcia,6,2019,13874
Batxillerat/FPII,Home,Gràcia,6,2020,13866
Batxillerat/FPII,Home,Horta-Guinardó,7,2009,18090
Batxillerat/FPII,Home,Horta-Guinardó,7,2010,17799
Batxillerat/FPII,Home,Horta-Guinardó,7,2011,17923
Batxillerat/FPII,Home,Horta-Guinardó,7,2012,18874
Batxillerat/FPII,Home,Horta-Guinardó,7,2013,19048
Batxillerat/FPII,Home,Horta-Guinardó,7,2014,18894
Batxillerat/FPII,Home,Horta-Guinardó,7,2015,18892
Batxillerat/FPII,Home,Horta-Guinardó,7,2016,18964
Batxillerat/FPII,Home,Horta-Guinardó,7,2017,19131
Batxillerat/FPII,Home,Horta-Guinardó,7,2018,19175
Batxillerat/FPII,Home,Horta-Guinardó,7,2019,19630
Batxillerat/FPII,Home,Horta-Guinardó,7,2020,20113
Batxillerat/FPII,Home,Les Corts,4,2009,9355
Batxillerat/FPII,Home,Les Corts,4,2010,9057
Batxillerat/FPII,Home,Les Corts,4,2011,9198
Batxillerat/FPII,Home,Les Corts,4,2012,9875
Batxillerat/FPII,Home,Les Corts,4,2013,9930
Batxillerat/FPII,Home,Les Corts,4,2014,9734
Batxillerat/FPII,Home,Les Corts,4,2015,9497
Batxillerat/FPII,Home,Les Corts,4,2016,9508
Batxillerat/FPII,Home,Les Corts,4,2017,9484
Batxillerat/FPII,Home,Les Corts,4,2018,9229
Batxillerat/FPII,Home,Les Corts,4,2019,9122
Batxillerat/FPII,Home,Les Corts,4,2020,9149
Batxillerat/FPII,Home,Nou Barris,8,2009,14271
Batxillerat/FPII,Home,Nou Barris,8,2010,14107
Batxillerat/FPII,Home,Nou Barris,8,2011,14378
Batxillerat/FPII,Home,Nou Barris,8,2012,15174
Batxillerat/FPII,Home,Nou Barris,8,2013,15367
Batxillerat/FPII,Home,Nou Barris,8,2014,15317
Batxillerat/FPII,Home,Nou Barris,8,2015,15318
Batxillerat/FPII,Home,Nou Barris,8,2016,15270
Batxillerat/FPII,Home,Nou Barris,8,2017,15590
Batxillerat/FPII,Home,Nou Barris,8,2018,15867
Batxillerat/FPII,Home,Nou Barris,8,2019,16447
Batxillerat/FPII,Home,Nou Barris,8,2020,17081
Batxillerat/FPII,Home,Sant Andreu,9,2009,16299
Batxillerat/FPII,Home,Sant Andreu,9,2010,16022
Batxillerat/FPII,Home,Sant Andreu,9,2011,16300
Batxillerat/FPII,Home,Sant Andreu,9,2012,17083
Batxillerat/FPII,Home,Sant Andreu,9,2013,17312
Batxillerat/FPII,Home,Sant Andreu,9,2014,17261
Batxillerat/FPII,Home,Sant Andreu,9,2015,17125
Batxillerat/FPII,Home,Sant Andreu,9,2016,17148
Batxillerat/FPII,Home,Sant Andreu,9,2017,17243
Batxillerat/FPII,Home,Sant Andreu,9,2018,17260
Batxillerat/FPII,Home,Sant Andreu,9,2019,17516
Batxillerat/FPII,Home,Sant Andreu,9,2020,17851
Batxillerat/FPII,Home,Sant Martí,10,2009,23865
Batxillerat/FPII,Home,Sant Martí,10,2010,23673
Batxillerat/FPII,Home,Sant Martí,10,2011,24047
Batxillerat/FPII,Home,Sant Martí,10,2012,25376
Batxillerat/FPII,Home,Sant Martí,10,2013,25829
Batxillerat/FPII,Home,Sant Martí,10,2014,25855
Batxillerat/FPII,Home,Sant Martí,10,2015,25622
Batxillerat/FPII,Home,Sant Martí,10,2016,26128
Batxillerat/FPII,Home,Sant Martí,10,2017,26289
Batxillerat/FPII,Home,Sant Martí,10,2018,26148
Batxillerat/FPII,Home,Sant Martí,10,2019,26442
Batxillerat/FPII,Home,Sant Martí,10,2020,26760
Batxillerat/FPII,Home,Sants-Montjuïc,3,2009,18564
Batxillerat/FPII,Home,Sants-Montjuïc,3,2010,18372
Batxillerat/FPII,Home,Sants-Montjuïc,3,2011,18562
Batxillerat/FPII,Home,Sants-Montjuïc,3,2012,19603
Batxillerat/FPII,Home,Sants-Montjuïc,3,2013,20026
Batxillerat/FPII,Home,Sants-Montjuïc,3,2014,19963
Batxillerat/FPII,Home,Sants-Montjuïc,3,2015,19677
Batxillerat/FPII,Home,Sants-Montjuïc,3,2016,19723
Batxillerat/FPII,Home,Sants-Montjuïc,3,2017,19975
Batxillerat/FPII,Home,Sants-Montjuïc,3,2018,19849
Batxillerat/FPII,Home,Sants-Montjuïc,3,2019,20330
Batxillerat/FPII,Home,Sants-Montjuïc,3,2020,20703
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2009,14571
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2010,14113
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2011,14398
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2012,15604
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2013,15762
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2014,15647
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2015,15509
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2016,16100
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2017,16063
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2018,15701
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2019,15534
Batxillerat/FPII,Home,Sarrià-Sant Gervasi,5,2020,15383
Batxillerat/FPII,Homes,Ciutat Vella,1,2021,11240
Batxillerat/FPII,Homes,Ciutat Vella,1,2022,10906
Batxillerat/FPII,Homes,Eixample,2,2021,31398
Batxillerat/FPII,Homes,Eixample,2,2022,30670
Batxillerat/FPII,Homes,Gràcia,6,2021,13975
Batxillerat/FPII,Homes,Gràcia,6,2022,13814
Batxillerat/FPII,Homes,Horta-Guinardó,7,2021,20468
Batxillerat/FPII,Homes,Horta-Guinardó,7,2022,20570
Batxillerat/FPII,Homes,Les Corts,4,2021,9118
Batxillerat/FPII,Homes,Les Corts,4,2022,9146
Batxillerat/FPII,Homes,Nou Barris,8,2021,17530
Batxillerat/FPII,Homes,Nou Barris,8,2022,17572
Batxillerat/FPII,Homes,Sant Andreu,9,2021,18121
Batxillerat/FPII,Homes,Sant Andreu,9,2022,18158
Batxillerat/FPII,Homes,Sant Martí,10,2021,27115
Batxillerat/FPII,Homes,Sant Martí,10,2022,27149
Batxillerat/FPII,Homes,Sants-Montjuïc,3,2021,20972
Batxillerat/FPII,Homes,Sants-Montjuïc,3,2022,20973
Batxillerat/FPII,Homes,Sarrià-Sant Gervasi,5,2021,15472
Batxillerat/FPII,Homes,Sarrià-Sant Gervasi,5,2022,15191
ESO/FPI,Dona,Ciutat Vella,1,2009,7611
ESO/FPI,Dona,Ciutat Vella,1,2010,7367
ESO/FPI,Dona,Ciutat Vella,1,2011,7519
ESO/FPI,Dona,Ciutat Vella,1,2012,7618
ESO/FPI,Dona,Ciutat Vella,1,2013,8068
ESO/FPI,Dona,Ciutat Vella,1,2014,7988
ESO/FPI,Dona,Ciutat Vella,1,2015,7617
ESO/FPI,Dona,Ciutat Vella,1,2016,7809
ESO/FPI,Dona,Ciutat Vella,1,2017,8375
ESO/FPI,Dona,Ciutat Vella,1,2018,8489
ESO/FPI,Dona,Ciutat Vella,1,2019,8600
ESO/FPI,Dona,Ciutat Vella,1,2020,9020
ESO/FPI,Dona,Eixample,2,2009,21476
ESO/FPI,Dona,Eixample,2,2010,21314
ESO/FPI,Dona,Eixample,2,2011,22850
ESO/FPI,Dona,Eixample,2,2012,22017
ESO/FPI,Dona,Eixample,2,2013,21898
ESO/FPI,Dona,Eixample,2,2014,22055
ESO/FPI,Dona,Eixample,2,2015,21133
ESO/FPI,Dona,Eixample,2,2016,21488
ESO/FPI,Dona,Eixample,2,2017,21722
ESO/FPI,Dona,Eixample,2,2018,21747
ESO/FPI,Dona,Eixample,2,2019,21244
ESO/FPI,Dona,Eixample,2,2020,21791
ESO/FPI,Dona,Gràcia,6,2009,9754
ESO/FPI,Dona,Gràcia,6,2010,9682
ESO/FPI,Dona,Gràcia,6,2011,10239
ESO/FPI,Dona,Gràcia,6,2012,9877
ESO/FPI,Dona,Gràcia,6,2013,9847
ESO/FPI,Dona,Gràcia,6,2014,9881
ESO/FPI,Dona,Gràcia,6,2015,9431
ESO/FPI,Dona,Gràcia,6,2016,9620
ESO/FPI,Dona,Gràcia,6,2017,9634
ESO/FPI,Dona,Gràcia,6,2018,9656
ESO/FPI,Dona,Gràcia,6,2019,9413
ESO/FPI,Dona,Gràcia,6,2020,9759
ESO/FPI,Dona,Horta-Guinardó,7,2009,15816
ESO/FPI,Dona,Horta-Guinardó,7,2010,15895
ESO/FPI,Dona,Horta-Guinardó,7,2011,17104
ESO/FPI,Dona,Horta-Guinardó,7,2012,16776
ESO/FPI,Dona,Horta-Guinardó,7,2013,17670
ESO/FPI,Dona,Horta-Guinardó,7,2014,17906
ESO/FPI,Dona,Horta-Guinardó,7,2015,17450
ESO/FPI,Dona,Horta-Guinardó,7,2016,17904
ESO/FPI,Dona,Horta-Guinardó,7,2017,18420
ESO/FPI,Dona,Horta-Guinardó,7,2018,18737
ESO/FPI,Dona,Horta-Guinardó,7,2019,18607
ESO/FPI,Dona,Horta-Guinardó,7,2020,19267
ESO/FPI,Dona,Les Corts,4,2009,6465
ESO/FPI,Dona,Les Corts,4,2010,6426
ESO/FPI,Dona,Les Corts,4,2011,6949
ESO/FPI,Dona,Les Corts,4,2012,6564
ESO/FPI,Dona,Les Corts,4,2013,6499
ESO/FPI,Dona,Les Corts,4,2014,6610
ESO/FPI,Dona,Les Corts,4,2015,6285
ESO/FPI,Dona,Les Corts,4,2016,6377
ESO/FPI,Dona,Les Corts,4,2017,6369
ESO/FPI,Dona,Les Corts,4,2018,6373
ESO/FPI,Dona,Les Corts,4,2019,6300
ESO/FPI,Dona,Les Corts,4,2020,6447
ESO/FPI,Dona,Nou Barris,8,2009,16150
ESO/FPI,Dona,Nou Barris,8,2010,16252
ESO/FPI,Dona,Nou Barris,8,2011,17499
ESO/FPI,Dona,Nou Barris,8,2012,17533
ESO/FPI,Dona,Nou Barris,8,2013,19340
ESO/FPI,Dona,Nou Barris,8,2014,19872
ESO/FPI,Dona,Nou Barris,8,2015,19591
ESO/FPI,Dona,Nou Barris,8,2016,20112
ESO/FPI,Dona,Nou Barris,8,2017,20947
ESO/FPI,Dona,Nou Barris,8,2018,21595
ESO/FPI,Dona,Nou Barris,8,2019,21928
ESO/FPI,Dona,Nou Barris,8,2020,22796
ESO/FPI,Dona,Sant Andreu,9,2009,13766
ESO/FPI,Dona,Sant Andreu,9,2010,13929
ESO/FPI,Dona,Sant Andreu,9,2011,15016
ESO/FPI,Dona,Sant Andreu,9,2012,14819
ESO/FPI,Dona,Sant Andreu,9,2013,15875
ESO/FPI,Dona,Sant Andreu,9,2014,16259
ESO/FPI,Dona,Sant Andreu,9,2015,15910
ESO/FPI,Dona,Sant Andreu,9,2016,16171
ESO/FPI,Dona,Sant Andreu,9,2017,16641
ESO/FPI,Dona,Sant Andreu,9,2018,16926
ESO/FPI,Dona,Sant Andreu,9,2019,16837
ESO/FPI,Dona,Sant Andreu,9,2020,17430
ESO/FPI,Dona,Sant Martí,10,2009,20582
ESO/FPI,Dona,Sant Martí,10,2010,20817
ESO/FPI,Dona,Sant Martí,10,2011,22395
ESO/FPI,Dona,Sant Martí,10,2012,22270
ESO/FPI,Dona,Sant Martí,10,2013,23473
ESO/FPI,Dona,Sant Martí,10,2014,23865
ESO/FPI,Dona,Sant Martí,10,2015,23271
ESO/FPI,Dona,Sant Martí,10,2016,23810
ESO/FPI,Dona,Sant Martí,10,2017,24423
ESO/FPI,Dona,Sant Martí,10,2018,24834
ESO/FPI,Dona,Sant Martí,10,2019,24632
ESO/FPI,Dona,Sant Martí,10,2020,24988
ESO/FPI,Dona,Sants-Montjuïc,3,2009,16045
ESO/FPI,Dona,Sants-Montjuïc,3,2010,16254
ESO/FPI,Dona,Sants-Montjuïc,3,2011,17303
ESO/FPI,Dona,Sants-Montjuïc,3,2012,17287
ESO/FPI,Dona,Sants-Montjuïc,3,2013,18170
ESO/FPI,Dona,Sants-Montjuïc,3,2014,18333
ESO/FPI,Dona,Sants-Montjuïc,3,2015,17919
ESO/FPI,Dona,Sants-Montjuïc,3,2016,18280
ESO/FPI,Dona,Sants-Montjuïc,3,2017,18637
ESO/FPI,Dona,Sants-Montjuïc,3,2018,18834
ESO/FPI,Dona,Sants-Montjuïc,3,2019,18932
ESO/FPI,Dona,Sants-Montjuïc,3,2020,19524
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2009,9092
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2010,8962
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2011,10004
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2012,9361
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2013,8999
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2014,9266
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2015,8641
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2016,8663
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2017,8709
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2018,8768
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2019,8521
ESO/FPI,Dona,Sarrià-Sant Gervasi,5,2020,8849
ESO/FPI,Dones,Ciutat Vella,1,2021,9276
ESO/FPI,Dones,Ciutat Vella,1,2022,9178
ESO/FPI,Dones,Eixample,2,2021,21285
ESO/FPI,Dones,Eixample,2,2022,21069
ESO/FPI,Dones,Gràcia,6,2021,9588
ESO/FPI,Dones,Gràcia,6,2022,9460
ESO/FPI,Dones,Horta-Guinardó,7,2021,19029
ESO/FPI,Dones,Horta-Guinardó,7,2022,18863
ESO/FPI,Dones,Les Corts,4,2021,6320
ESO/FPI,Dones,Les Corts,4,2022,6213
ESO/FPI,Dones,Nou Barris,8,2021,22791
ESO/FPI,Dones,Nou Barris,8,2022,22642
ESO/FPI,Dones,Sant Andreu,9,2021,17295
ESO/FPI,Dones,Sant Andreu,9,2022,17099
ESO/FPI,Dones,Sant Martí,10,2021,25164
ESO/FPI,Dones,Sant Martí,10,2022,24905
ESO/FPI,Dones,Sants-Montjuïc,3,2021,19458
ESO/FPI,Dones,Sants-Montjuïc,3,2022,19148
ESO/FPI,Dones,Sarrià-Sant Gervasi,5,2021,8668
ESO/FPI,Dones,Sarrià-Sant Gervasi,5,2022,8430
ESO/FPI,Home,Ciutat Vella,1,2009,9670
ESO/FPI,Home,Ciutat Vella,1,2010,9222
ESO/FPI,Home,Ciutat Vella,1,2011,9386
ESO/FPI,Home,Ciutat Vella,1,2012,9670
ESO/FPI,Home,Ciutat Vella,1,2013,10316
ESO/FPI,Home,Ciutat Vella,1,2014,10149
ESO/FPI,Home,Ciutat Vella,1,2015,9822
ESO/FPI,Home,Ciutat Vella,1,2016,9966
ESO/FPI,Home,Ciutat Vella,1,2017,10814
ESO/FPI,Home,Ciutat Vella,1,2018,11055
ESO/FPI,Home,Ciutat Vella,1,2019,11744
ESO/FPI,Home,Ciutat Vella,1,2020,13071
ESO/FPI,Home,Eixample,2,2009,17243
ESO/FPI,Home,Eixample,2,2010,17185
ESO/FPI,Home,Eixample,2,2011,18665
ESO/FPI,Home,Eixample,2,2012,18099
ESO/FPI,Home,Eixample,2,2013,18486
ESO/FPI,Home,Eixample,2,2014,18868
ESO/FPI,Home,Eixample,2,2015,17929
ESO/FPI,Home,Eixample,2,2016,17904
ESO/FPI,Home,Eixample,2,2017,18217
ESO/FPI,Home,Eixample,2,2018,18330
ESO/FPI,Home,Eixample,2,2019,18025
ESO/FPI,Home,Eixample,2,2020,18695
ESO/FPI,Home,Gràcia,6,2009,8285
ESO/FPI,Home,Gràcia,6,2010,8239
ESO/FPI,Home,Gràcia,6,2011,8759
ESO/FPI,Home,Gràcia,6,2012,8454
ESO/FPI,Home,Gràcia,6,2013,8663
ESO/FPI,Home,Gràcia,6,2014,8655
ESO/FPI,Home,Gràcia,6,2015,8339
ESO/FPI,Home,Gràcia,6,2016,8416
ESO/FPI,Home,Gràcia,6,2017,8463
ESO/FPI,Home,Gràcia,6,2018,8470
ESO/FPI,Home,Gràcia,6,2019,8415
ESO/FPI,Home,Gràcia,6,2020,8701
ESO/FPI,Home,Horta-Guinardó,7,2009,15358
ESO/FPI,Home,Horta-Guinardó,7,2010,15357
ESO/FPI,Home,Horta-Guinardó,7,2011,16477
ESO/FPI,Home,Horta-Guinardó,7,2012,16369
ESO/FPI,Home,Horta-Guinardó,7,2013,17837
ESO/FPI,Home,Horta-Guinardó,7,2014,18026
ESO/FPI,Home,Horta-Guinardó,7,2015,17573
ESO/FPI,Home,Horta-Guinardó,7,2016,17731
ESO/FPI,Home,Horta-Guinardó,7,2017,18148
ESO/FPI,Home,Horta-Guinardó,7,2018,18529
ESO/FPI,Home,Horta-Guinardó,7,2019,18447
ESO/FPI,Home,Horta-Guinardó,7,2020,19228
ESO/FPI,Home,Les Corts,4,2009,4806
